Date,Outcomes,Predominant function of establishment,Establishment,Adjudicator,Sex,Age group,Ethnicity,Religion,Offence,Detailed offence,Count
Q3,Proved,Local,Thameside,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,g Other religious groups,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Local,Thameside,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,g Other religious groups,Other offences, Endangers health/safety of any person,1
Q3,Proved,Local,Thameside,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,i No religion,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Local,Thameside,Governor,M,25 - 29,d Other ethnic group,a Christian,Violence,Assault on a prisoner,1
Q3,Proved,Local,Thameside,Governor,M,25 - 29,d Other ethnic group,b Muslim,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Local,Thameside,Governor,M,25 - 29,d Other ethnic group,b Muslim,Other offences,Absent from where he should be/Present where he should not,2
Q3,Proved,Local,Thameside,Governor,M,25 - 29,d Other ethnic group,b Muslim,Violence,Fights with any person,1
Q3,Proved,Local,Thameside,Governor,M,25 - 29,d Other ethnic group,g Other religious groups,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Local,Thameside,Governor,M,25 - 29,d Other ethnic group,i No religion,Disobedience/disrespect,Disobeys any lawful order,4
Q3,Proved,Local,Thameside,Governor,M,25 - 29,d Other ethnic group,i No religion,Violence,Fights with any person,2
Q3,Proved,Local,Thameside,Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,2
Q3,Proved,Local,Thameside,Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,3
Q3,Proved,Local,Thameside,Governor,M,25 - 29,e White,a Christian,Other offences, Endangers health/safety of any person,1
Q3,Proved,Local,Thameside,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,Drug related offence,1
Q3,Proved,Local,Thameside,Governor,M,25 - 29,e White,a Christian,Violence,Assault on staff,1
Q3,Proved,Local,Thameside,Governor,M,25 - 29,e White,a Christian,Violence,Attempts: Commits any assault,1
Q3,Proved,Local,Thameside,Governor,M,25 - 29,e White,a Christian,Violence,Commits any assault,2
Q3,Proved,Local,Thameside,Governor,M,25 - 29,e White,a Christian,Violence,Fights with any person,1
Q3,Proved,Local,Thameside,Governor,M,25 - 29,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,3
Q3,Proved,Local,Thameside,Governor,M,25 - 29,e White,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Local,Thameside,Governor,M,25 - 29,e White,b Muslim,Other offences, Endangers health/safety of any person,1
Q3,Proved,Local,Thameside,Governor,M,25 - 29,e White,b Muslim,Violence,Assault on staff,1
Q3,Proved,Local,Thameside,Governor,M,25 - 29,e White,i No religion,Other offences,Absent from where he should be/Present where he should not,1
Q3,Proved,Local,Thameside,Governor,M,25 - 29,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Local,Thameside,Governor,M,25 - 29,e White,i No religion,Violence,Assault on a prisoner,1
Q3,Proved,Local,Thameside,Governor,M,25 - 29,e White,i No religion,Wilful Damage,Cause damage to any part of a prison,1
Q3,Proved,Local,Thameside,Governor,M,25 - 29,f Not known,b Muslim,Other offences, Endangers health/safety of any person,1
Q3,Proved,Local,Thameside,Governor,M,25 - 29,f Not known,b Muslim,Violence,Fights with any person,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,3
Q3,Proved,Local,Thameside,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Unauthorised transactions,Drug related offence,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,2
Q3,Proved,Local,Thameside,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Violence,Assault on staff,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Violence,Commits any assault,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Violence,Fights with any person,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,a Asian or Asian British,c Hindu,Violence,Fights with any person,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,a Asian or Asian British,d Sikh,Unauthorised transactions,Drug related offence,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,Disobeys any lawful order,5
Q3,Proved,Local,Thameside,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Other offences, Endangers health/safety of any person,3
Q3,Proved,Local,Thameside,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Other offences,Absent from where he should be/Present where he should not,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Wilful Damage,Cause damage to any part of a prison,3
Q3,Proved,Local,Thameside,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,3
Q3,Proved,Local,Thameside,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences, Endangers health/safety of any person,3
Q3,Proved,Local,Thameside,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,Assault on staff,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,Commits any assault,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Wilful Damage,Cause damage to any part of a prison,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,g Other religious groups,Disobedience/disrespect,Disobeys any lawful order,2
Q3,Proved,Local,Thameside,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,i No religion,Disobedience/disrespect,Disobeys any lawful order,2
Q3,Proved,Local,Thameside,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,i No religion,Violence,Assault on staff,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,Disobeys any lawful order,4
Q3,Proved,Local,Thameside,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Unauthorised transactions,Drug related offence,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Violence,Assault on a prisoner,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Violence,Attempts: Assault on staff,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Violence,Fights with any person,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Other offences,Absent from where he should be/Present where he should not,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Wilful Damage,Cause damage to any part of a prison,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,i No religion,Disobedience/disrespect,Disobeys any lawful order,2
Q3,Proved,Local,Thameside,Governor,M,30 - 39,d Other ethnic group,b Muslim,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,d Other ethnic group,b Muslim,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,d Other ethnic group,b Muslim,Wilful Damage,Cause damage to any part of a prison,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,d Other ethnic group,i No religion,Disobedience/disrespect,Disobeys any lawful order,4
Q3,Proved,Local,Thameside,Governor,M,30 - 39,d Other ethnic group,i No religion,Other offences, Endangers health/safety of any person,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,d Other ethnic group,i No religion,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,d Other ethnic group,i No religion,Violence,Assault on staff,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,9
Q3,Proved,Local,Thameside,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,e White,a Christian,Other offences, Endangers health/safety of any person,2
Q3,Proved,Local,Thameside,Governor,M,30 - 39,e White,a Christian,Other offences,Absent from where he should be/Present where he should not,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Drug related offence,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,5
Q3,Proved,Local,Thameside,Governor,M,30 - 39,e White,a Christian,Violence,Assault on staff,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,e White,a Christian,Violence,Commits any assault,2
Q3,Proved,Local,Thameside,Governor,M,30 - 39,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,e White,b Muslim,Disobedience/disrespect,Disobeys any lawful order,3
Q3,Proved,Local,Thameside,Governor,M,30 - 39,e White,b Muslim,Other offences, Endangers health/safety of any person,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,e White,b Muslim,Other offences,Obstructs an officer executing his duty,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,e White,b Muslim,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,e White,b Muslim,Wilful Damage,Cause damage to any part of a prison,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,e White,e Buddhist,Violence,Fights with any person,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,e White,g Other religious groups,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,7
Q3,Proved,Local,Thameside,Governor,M,30 - 39,e White,i No religion,Other offences, Endangers health/safety of any person,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,e White,i No religion,Violence,Assault on staff,2
Q3,Proved,Local,Thameside,Governor,M,30 - 39,e White,i No religion,Wilful Damage,Cause damage to any part of a prison,1
Q3,Proved,Local,Thameside,Governor,M,30 - 39,f Not known,a Christian,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Local,Thameside,Governor,M,40 - 49,a Asian or Asian British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,3
Q3,Proved,Local,Thameside,Governor,M,40 - 49,a Asian or Asian British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Local,Thameside,Governor,M,40 - 49,a Asian or Asian British,b Muslim,Violence,Fights with any person,1
Q3,Proved,Local,Thameside,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,Disobeys any lawful order,5
Q3,Proved,Local,Thameside,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,3
Q3,Proved,Local,Thameside,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,a Christian,Other offences, Endangers health/safety of any person,1
Q3,Proved,Local,Thameside,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,a Christian,Other offences,Absent from where he should be/Present where he should not,1
Q3,Proved,Local,Thameside,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,Possession of unauthorised articles,3
Q3,Proved,Local,Thameside,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,a Christian,Violence,Assault on staff,2
Q3,Proved,Local,Thameside,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,a Christian,Violence,Attempts: Assault on staff,1
Q3,Proved,Local,Thameside,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,a Christian,Violence,Fights with any person,2
Q3,Proved,Local,Thameside,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,a Christian,Wilful Damage,Cause damage to any part of a prison,1
Q3,Proved,Local,Thameside,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,6
Q3,Proved,Local,Thameside,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Local,Thameside,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences,Obstructs an officer executing his duty,1
Q3,Proved,Local,Thameside,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,2
Q3,Proved,Local,Thameside,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,Assault on staff,2
Q3,Proved,Local,Thameside,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,g Other religious groups,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Local,Thameside,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Local,Thameside,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,b Muslim,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Local,Thameside,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,e Buddhist,Violence,Assault on staff,1
Q3,Proved,Local,Thameside,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,i No religion,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Local,Thameside,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,i No religion,Violence,Fights with any person,1
Q3,Proved,Local,Thameside,Governor,M,40 - 49,d Other ethnic group,a Christian,Wilful Damage,Cause damage to any part of a prison,1
Q3,Proved,Local,Thameside,Governor,M,40 - 49,d Other ethnic group,b Muslim,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Local,Thameside,Governor,M,40 - 49,d Other ethnic group,g Other religious groups,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Local,Thameside,Governor,M,40 - 49,d Other ethnic group,i No religion,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Local,Thameside,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,8
Q3,Proved,Local,Thameside,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,5
Q3,Proved,Local,Thameside,Governor,M,40 - 49,e White,a Christian,Violence,Assault on a prisoner,1
Q3,Proved,Local,Thameside,Governor,M,40 - 49,e White,a Christian,Violence,Fights with any person,1
Q3,Proved,Local,Thameside,Governor,M,40 - 49,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,1
Q3,Proved,Local,Thameside,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,2
Q3,Proved,Local,Thameside,Governor,M,40 - 49,e White,i No religion,Violence,Assault on staff,1
Q3,Proved,Local,Thameside,Governor,M,40 - 49,e White,i No religion,Violence,Commits any assault,1
Q3,Proved,Local,Thameside,Governor,M,40 - 49,f Not known,a Christian,Violence,Fights with any person,1
Q3,Proved,Local,Thameside,Governor,M,40 - 49,f Not known,a Christian,Wilful Damage,Cause damage to any part of a prison,2
Q3,Proved,Local,Thameside,Governor,M,50 - 59,b Black/ African/ Caribbean/ Black British,a Christian,Other offences, Endangers health/safety of any person,3
Q3,Proved,Local,Thameside,Governor,M,50 - 59,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,Possession of unauthorised articles,2
